Date,High,Low,Open,Close,Volume,Adj Close,Pct Change,Sign
2016-06-03,210.69000244140625,208.86000061035156,210.25,210.27999877929688,101757100.0,193.49533081054688,-8.658952709229858,-1.0
2016-06-06,211.77000427246094,210.50999450683594,210.6999969482422,211.35000610351562,64887000.0,194.47998046875,-8.34019853375011,-1.0
2016-06-07,212.33999633789062,211.5,211.52999877929688,211.67999267578125,60974800.0,194.7836151123047,-8.597429335797505,-1.0
2016-06-08,212.52000427246094,211.69000244140625,211.83999633789062,212.3699951171875,66170900.0,195.41854858398438,-8.403218564919829,-1.0
2016-06-09,212.22000122070312,211.19000244140625,211.50999450683594,212.0800018310547,73786900.0,195.15167236328125,-8.382363289771423,-1.0
2016-06-10,210.86000061035156,209.42999267578125,210.4600067138672,210.07000732421875,113829200.0,193.3021240234375,-8.87619977127066,-1.0
2016-06-13,210.3699951171875,208.35000610351562,209.36000061035156,208.4499969482422,117751200.0,191.8114013671875,-9.14888224478925,-1.0
2016-06-14,208.74000549316406,206.9199981689453,208.0,208.0399932861328,125059300.0,191.43409729003906,-8.653579975808686,-1.0
2016-06-15,209.36000061035156,207.52999877929688,208.0399932861328,207.75,109124500.0,191.1672821044922,-8.826150058678968,-1.0
2016-06-16,208.57000732421875,205.58999633789062,207.75,208.3699951171875,149533100.0,191.73779296875,-8.35109593331958,-1.0
2016-06-17,207.1999969482422,205.75,207.1699981689453,206.52000427246094,117055700.0,191.0237274169922,-8.452494865575982,-1.0
2016-06-20,209.61000061035156,207.75,208.82000732421875,207.85000610351562,82789600.0,192.25392150878906,-8.616773944281992,-1.0
2016-06-21,208.9199981689453,207.77999877929688,208.3000030517578,208.44000244140625,72461700.0,192.7996826171875,-8.039598522237663,-1.0
2016-06-22,209.5,207.92999267578125,208.64999389648438,208.10000610351562,95560500.0,192.4851837158203,-8.397950360963538,-1.0
2016-06-23,210.8699951171875,209.27000427246094,209.80999755859375,210.80999755859375,102731400.0,194.99185180664062,-7.599366647713676,-1.0
2016-06-24,210.85000610351562,202.72000122070312,203.6300048828125,203.24000549316406,333444400.0,187.98985290527344,-8.319678820867,-1.0
2016-06-27,201.60000610351562,198.64999389648438,201.58999633789062,199.60000610351562,230775800.0,184.6229705810547,-9.190094658013823,-1.0
2016-06-28,203.22999572753906,201.1199951171875,201.47999572753906,203.1999969482422,159382400.0,187.95286560058594,-7.1970863991503595,-1.0
2016-06-29,206.92999267578125,204.72000122070312,204.83999633789062,206.66000366210938,137328600.0,191.1532440185547,-7.160094190191931,-1.0
2016-06-30,209.5399932861328,206.55999755859375,207.2100067138672,209.47999572753906,165021900.0,193.76162719726562,-6.940682585675223,-1.0
2016-07-01,210.49000549316406,209.2899932861328,209.47999572753906,209.9199981689453,106055300.0,194.16864013671875,-7.885596551553959,-1.0
2016-07-05,209.0800018310547,207.7100067138672,208.9499969482422,208.41000366210938,109803700.0,192.7719268798828,-8.392337167662392,-1.0
2016-07-06,209.8000030517578,207.05999755859375,207.8300018310547,209.66000366210938,96021500.0,193.9281463623047,-7.168559968999018,-1.0
2016-07-07,210.64999389648438,208.6300048828125,209.8699951171875,209.52999877929688,85593800.0,193.80789184570312,-8.287641498248146,-1.0
2016-07-08,212.94000244140625,210.77999877929688,211.0500030517578,212.64999389648438,133971000.0,196.69374084472656,-7.298789552416074,-1.0
2016-07-11,214.07000732421875,212.9499969482422,213.19000244140625,213.39999389648438,73633900.0,197.38751220703125,-8.005820660934441,-1.0
2016-07-12,215.3000030517578,213.42999267578125,214.52999877929688,214.9499969482422,101275600.0,198.82118225097656,-7.9009773256909375,-1.0
2016-07-13,215.4499969482422,214.35000610351562,215.44000244140625,214.9199981689453,87324100.0,198.79344177246094,-8.373797707068714,-1.0
2016-07-14,216.6699981689453,215.66000366210938,216.39999389648438,216.1199951171875,91230900.0,199.90341186523438,-8.252276375538418,-1.0
2016-07-15,217.00999450683594,215.30999755859375,216.77999877929688,215.8300018310547,107155400.0,199.6351776123047,-8.588076195813423,-1.0
2016-07-18,216.60000610351562,215.6699981689453,215.97000122070312,216.41000366210938,58725900.0,200.171630859375,-7.892412273159143,-1.0
2016-07-19,216.22999572753906,215.6300048828125,215.9199981689453,216.19000244140625,54345700.0,199.96810913085938,-7.977216520883839,-1.0
2016-07-20,217.3699951171875,216.19000244140625,216.19000244140625,217.08999633789062,58159500.0,200.8006134033203,-7.664014953567601,-1.0
2016-07-21,217.22000122070312,215.75,216.9600067138672,216.27000427246094,67777300.0,200.04217529296875,-8.457132300287018,-1.0
2016-07-22,217.3000030517578,216.10000610351562,216.41000366210938,217.24000549316406,62787500.0,200.93936157226562,-7.699159571719802,-1.0
2016-07-25,217.05999755859375,215.97000122070312,217.0,216.64999389648438,55873100.0,200.39364624023438,-8.28686641085303,-1.0
2016-07-26,217.1699981689453,215.75999450683594,216.52999877929688,216.75,70080500.0,200.48611450195312,-8.002491502815499,-1.0
2016-07-27,217.27000427246094,215.6199951171875,217.19000244140625,216.52000427246094,84083900.0,200.27340698242188,-8.446750726355374,-1.0
2016-07-28,217.11000061035156,215.75,216.2899932861328,216.77000427246094,65035700.0,200.504638671875,-7.872812678459015,-1.0
2016-07-29,217.5399932861328,216.1300048828125,216.4600067138672,217.1199951171875,79519400.0,200.82835388183594,-7.7835885869127095,-1.0
2016-08-01,217.64999389648438,216.41000366210938,217.19000244140625,216.94000244140625,73311400.0,200.66188049316406,-8.236802081003745,-1.0
2016-08-02,216.8300018310547,214.57000732421875,216.64999389648438,215.5500030517578,92295500.0,199.3761749267578,-8.663933379237623,-1.0
2016-08-03,216.25,215.1300048828125,215.47999572753906,216.17999267578125,53993600.0,199.95889282226562,-7.7621468523880255,-1.0
2016-08-04,216.77999877929688,214.25,216.30999755859375,216.41000366210938,46585500.0,200.171630859375,-8.062264682529518,-1.0
2016-08-05,218.22999572753906,216.41000366210938,216.41000366210938,218.17999267578125,71892200.0,201.808837890625,-7.235146846937307,-1.0
2016-08-08,218.52000427246094,217.74000549316406,218.39999389648438,218.0500030517578,39906500.0,201.68858337402344,-8.285749368108899,-1.0
2016-08-09,218.75999450683594,217.8000030517578,218.1300048828125,218.17999267578125,51251700.0,201.808837890625,-8.08743916410298,-1.0
2016-08-10,218.39999389648438,217.22999572753906,218.30999755859375,217.63999938964844,57941100.0,201.30934143066406,-8.445040854592003,-1.0
2016-08-11,218.94000244140625,217.9499969482422,218.25999450683594,218.64999389648438,72504300.0,202.24354553222656,-7.919386961131587,-1.0
2016-08-12,218.7100067138672,217.99000549316406,218.2899932861328,218.4600067138672,61313500.0,202.06784057617188,-8.028072484817695,-1.0
2016-08-15,219.5,218.8800048828125,218.88999938964844,219.08999633789062,49813500.0,202.6505584716797,-8.013518956197796,-1.0
2016-08-16,218.67999267578125,217.9600067138672,218.60000610351562,217.9600067138672,53213600.0,201.60536193847656,-8.429658815436307,-1.0
2016-08-17,218.52999877929688,217.02000427246094,218.0,218.3699951171875,75134300.0,201.98458862304688,-7.92902641044651,-1.0
2016-08-18,218.89999389648438,218.2100067138672,218.33999633789062,218.86000061035156,52989300.0,202.4378204345703,-7.855338428947389,-1.0
2016-08-19,218.75,217.74000549316406,218.30999755859375,218.5399932861328,75443000.0,202.14181518554688,-7.998435335215541,-1.0
2016-08-22,218.8000030517578,217.8300018310547,218.25999450683594,218.52999877929688,61368800.0,202.13258361816406,-7.978629966525908,-1.0
2016-08-23,219.60000610351562,218.89999389648438,219.25,218.97000122070312,53399200.0,202.53955078125,-8.250462269859524,-1.0
2016-08-24,218.91000366210938,217.36000061035156,218.8000030517578,217.85000610351562,71728900.0,201.5036163330078,-8.583660697267954,-1.0
2016-08-25,218.19000244140625,217.22000122070312,217.39999389648438,217.6999969482422,69224800.0,201.3648223876953,-7.9632436880737485,-1.0
2016-08-26,219.1199951171875,216.25,217.9199981689453,217.2899932861328,122506300.0,200.98561096191406,-8.425671432886928,-1.0
2016-08-29,218.6699981689453,217.39999389648438,217.44000244140625,218.36000061035156,70502200.0,201.97531127929688,-7.656723519403015,-1.0
2016-08-30,218.58999633789062,217.35000610351562,218.25999450683594,218.0,58114500.0,201.64236450195312,-8.24114022166302,-1.0
2016-08-31,217.75,216.47000122070312,217.61000061035156,217.3800048828125,85269500.0,201.06886291503906,-8.226603291779643,-1.0
2016-09-01,217.72999572753906,216.02999877929688,217.3699951171875,217.38999938964844,97844200.0,201.078125,-8.102258819644106,-1.0
2016-09-02,218.8699951171875,217.6999969482422,218.38999938964844,218.3699951171875,79293900.0,201.98458862304688,-8.122110146342951,-1.0
2016-09-06,219.1199951171875,217.86000061035156,218.6999969482422,219.02999877929688,56702100.0,202.59506225585938,-7.949322413417819,-1.0
2016-09-07,219.22000122070312,218.3000030517578,218.83999633789062,219.00999450683594,76554900.0,202.57655334472656,-8.028294846881117,-1.0
2016-09-08,218.94000244140625,218.14999389648438,218.6199951171875,218.50999450683594,74102900.0,202.11407470703125,-8.166635813998575,-1.0
2016-09-09,217.02999877929688,213.25,216.97000122070312,213.27999877929688,221589100.0,197.27650451660156,-9.982687371898502,-1.0
2016-09-12,216.80999755859375,212.30999755859375,212.38999938964844,216.33999633789062,168110900.0,200.10691833496094,-6.138259065149727,-1.0
2016-09-13,215.14999389648438,212.5,214.83999633789062,213.22999572753906,182828800.0,197.23023986816406,-8.928527634249987,-1.0
2016-09-14,214.6999969482422,212.5,213.2899932861328,213.14999389648438,134185500.0,197.15623474121094,-8.183235273334974,-1.0
2016-09-15,215.72999572753906,212.75,212.9600067138672,215.27999877929688,134427900.0,199.12644958496094,-6.947121870419283,-1.0
2016-09-16,213.69000244140625,212.57000732421875,213.47999572753906,213.3699951171875,155236400.0,198.356689453125,-7.624298588623074,-1.0
2016-09-19,214.8800048828125,213.02999877929688,214.1300048828125,213.41000366210938,80250500.0,198.39385986328125,-7.9317701819882265,-1.0
2016-09-20,214.58999633789062,213.3800048828125,214.41000366210938,213.4199981689453,69665300.0,198.40318298339844,-8.0678245368928,-1.0
2016-09-21,216.02999877929688,213.44000244140625,214.24000549316406,215.82000732421875,110284400.0,200.6343231201172,-6.781333403707464,-1.0
2016-09-22,217.52999877929688,216.7100067138672,217.0,217.17999267578125,76678700.0,201.8986053466797,-7.479692406685889,-1.0
